a;90244801975783;0.14315796;-0.53082275;9.959976
a;90244822117384;0.14541626;-0.535202;9.916809
a;90244842258986;0.13580322;-0.5433655;9.925812
a;90244862400587;0.14813232;-0.51660156;9.912476
a;90244882542189;0.14231873;-0.5151367;9.939209
a;90244902683790;0.11871338;-0.5137024;9.955475
a;90244922825392;0.1104126;-0.48443604;9.9670105
a;90244942966994;0.12794495;-0.5063324;9.935974
a;90244963108595;0.14485168;-0.5210724;9.916718
a;90244983250197;0.13192749;-0.5172272;9.95488
a;90245003391798;0.123672485;-0.49842834;9.922852
a;90245023533400;0.13467407;-0.5414734;9.966614
a;90245043675001;0.13638306;-0.524292;9.941193
a;90245063816603;0.12402344;-0.47914124;9.961334
a;90245083958204;0.14108276;-0.57728577;9.942642
a;90245104099806;0.09199524;-0.5219879;9.964508
a;90245124241408;0.1292572;-0.48905945;9.959427
a;90245144383009;0.10232544;-0.49635315;9.928879
a;90245164524611;0.12898254;-0.5342102;9.912888
a;90245184666212;0.110839844;-0.5311432;9.901794
a;90245204807814;0.11871338;-0.51831055;9.968796
a;90245224949415;0.15098572;-0.4981842;9.955841
a;90245245091017;0.106658936;-0.5042114;9.956009
a;90245265232619;0.13024902;-0.5210571;9.917328
a;90245285374220;0.12394714;-0.5073395;9.957626
a;90245305515822;0.14389038;-0.49777222;9.975021
a;90245325657423;0.15455627;-0.5541992;9.943024
a;90245345799025;0.10664368;-0.5194397;9.957581
a;90245365940626;0.13328552;-0.5157471;9.919922
a;90245386082228;0.114227295;-0.528656;9.93248
a;90245406223829;0.1300354;-0.51368713;9.911713
a;90245426365431;0.11949158;-0.5037079;9.923325
a;90245446507033;0.09475708;-0.49476624;9.947693
a;90245466648634;0.153656;-0.519989;9.931915
a;90245486790236;0.10902405;-0.5392456;9.908432
a;90245506931837;0.14338684;-0.5031433;9.96138
a;90245527073439;0.12536621;-0.49578857;9.936737
a;90245547215040;0.09779358;-0.500885;9.919739
a;90245567356642;0.1598053;-0.52523804;9.952118
a;90245587498244;0.108810425;-0.5248871;9.933487
