a;1902812693728;-0.6276245;0.50549316;7.2132416
a;1902832835330;-0.50730896;-0.48301697;9.775116
a;1902852976931;0.021347046;-0.49343872;9.570251
a;1902873118533;0.06889343;-0.4637909;9.58432
a;1902893260134;0.031280518;-0.41430664;9.546463
a;1902913401736;0.006790161;-0.4253235;9.550186
a;1902933543337;0.18392944;-0.46200562;9.571182
a;1902953684939;-0.17219543;-0.38084412;9.5542145
a;1902973826541;0.008895874;-0.42129517;9.580658
a;1902993968142;0.033935547;-0.44766235;9.505768
a;1903014109744;0.04296875;-0.44172668;9.580795
a;1903034251345;0.034713745;-0.46865845;9.552399
a;1903054392947;0.042495728;-0.44184875;9.535324
a;1903074534548;0.03730774;-0.46688843;9.530655
a;1903094676150;0.06730652;-0.45507813;9.51947
a;1903114817751;0.025222778;-0.47047424;9.553406
a;1903134959353;0.0231781;-0.44403076;9.547028
a;1903155100955;0.008178711;-0.5349579;9.549332
a;1903175242556;0.06690979;-0.40567017;9.507156
a;1903195384158;0.052597046;-0.4777832;9.56517
a;1903215525759;0.03352356;-0.482193;9.538895
a;1903235667361;0.022003174;-0.42530823;9.549469
a;1903255808962;0.010101318;-0.46006775;9.557831
a;1903275950564;0.033416748;-0.45109558;9.5401
a;1903296092166;0.027114868;-0.46965027;9.52565
a;1903316233767;0.052719116;-0.45565796;9.542877
a;1903336375369;0.009597778;-0.44384766;9.557495
a;1903356516970;0.030258179;-0.4779663;9.557419
a;1903376658572;0.025238037;-0.45759583;9.528778
a;1903396800173;0.04573059;-0.45881653;9.544754
a;1903416941775;0.04284668;-0.44013977;9.535141
a;1903437083376;0.03503418;-0.4561615;9.526093
a;1903457224978;0.03590393;-0.45333862;9.535568
a;1903477366580;0.05140686;-0.45640564;9.508759
a;1903497508181;0.042800903;-0.44802856;9.546646
a;1903517649783;0.034591675;-0.46211243;9.553879
a;1903537791384;0.04171753;-0.45533752;9.549988
a;1903557932986;0.052459717;-0.4595642;9.554398
a;1903578074587;0.05091858;-0.47398376;9.546478
a;1903598216189;0.035980225;-0.45048523;9.566193
a;1903618357791;0.050354004;-0.45373535;9.533676
a;1903638499392;0.035064697;-0.45037842;9.564514
a;1903658640994;0.022857666;-0.46276855;9.560104
a;1903678782595;0.05935669;-0.4484558;9.513351
a;1903698924197;0.042251587;-0.4621277;9.551819
a;1903719065798;0.025146484;-0.4440918;9.524948
a;1903739207400;0.026428223;-0.4657898;9.5603485
a;1903759349001;0.04928589;-0.44711304;9.558258
a;1903779490603;0.016021729;-0.44789124;9.535797
a;1903799632205;0.04498291;-0.44992065;9.532898
a;1903819773806;0.047805786;-0.46084595;9.545776
a;1903839915408;0.03024292;-0.4486847;9.564072
a;1903860057009;0.042160034;-0.44734192;9.541382
a;1903880198611;0.040878296;-0.4491272;9.527939
a;1903900340212;0.029800415;-0.45898438;9.55101
a;1903920481814;0.048355103;-0.45767212;9.566116
a;1903940623416;0.05444336;-0.4547882;9.534439
a;1903960765017;0.02583313;-0.45594788;9.554779
a;1903980906619;0.027755737;-0.4549408;9.559799
a;1904001048220;0.039855957;-0.44400024;9.533066
a;1904021189822;0.029220581;-0.46224976;9.545074
a;1904041331423;0.03364563;-0.42936707;9.531189
a;1904061473025;0.03666687;-0.45300293;9.520187
a;1904081614626;0.026275635;-0.45010376;9.542114
a;1904101756228;0.03250122;-0.4732666;9.493774
a;1904121897830;0.043701172;-0.45132446;9.553864
a;1904142039431;0.04133606;-0.4568329;9.56221
a;1904162181033;0.029296875;-0.46139526;9.568237
a;1904182322634;0.047195435;-0.455719;9.529327
a;1904202464236;0.03274536;-0.43310547;9.558014
a;1904222605837;0.0155181885;-0.4670868;9.552673
a;1904242747439;0.042755127;-0.4658661;9.536026
a;1904262889041;0.040115356;-0.4597473;9.53923
a;1904283030642;0.03553772;-0.45724487;9.50824
a;1904303172244;0.041671753;-0.47103882;9.537827
a;1904323313845;0.03514099;-0.45013428;9.551468
a;1904343455447;0.023666382;-0.4404297;9.530487
a;1904363597048;0.014129639;-0.44125366;9.54274
a;1904383738650;0.04348755;-0.44223022;9.557129
a;1904403880251;0.048217773;-0.4519043;9.558243
